campaign_id,campaign_name,campaign_start_date,campaign_end_date,campaign_budget,campaign_impressions,campaign_clicks,campaign_conversions,campaign_reach,campaign_engagement_rate,campaign_click_through_rate,campaign_conversion_rate,campaign_average_engagement,campaign_total_engagement,campaign_video_views,campaign_video_completion_rate,campaign_comments
205,Mrs,8/16/2022,7/11/2022,"$9,336.04 ",163098,7262,989,411831,0.03,0.48,0.18,8,8181,95228,0.42,334
206,Honorable,11/17/2022,10/7/2022,"$4,333.07 ",660817,7059,945,922356,0.07,0.31,0.39,5,7729,942495,0.34,430
207,Ms,2/6/2022,12/26/2022,"$8,162.86 ",289689,502,602,841758,0.08,0.38,0.18,7,2475,709783,0.04,601
208,Mrs,9/12/2022,8/11/2022,"$7,353.08 ",252124,8585,77,206106,0.1,0.07,0.42,9,5767,973658,0.49,43
209,Mrs,3/15/2022,3/21/2022,"$2,003.60 ",739434,892,154,245187,0.03,0.08,0.43,10,4138,25889,0.2,969
210,Ms,2/21/2022,3/24/2022,"$4,956.69 ",931694,8643,461,565308,0.03,0.03,0.42,4,1176,729624,0.22,569
211,Dr,12/1/2022,11/9/2022,"$7,391.94 ",624060,9358,550,178634,0.02,0.47,0.25,9,4264,690751,0.36,994
212,Dr,5/2/2022,4/17/2022,"$1,937.79 ",484669,5979,961,239494,0.03,0.06,0.31,6,9964,739666,0.13,702
213,Ms,1/18/2022,7/12/2022,"$3,635.16 ",702216,6032,343,246869,0.02,0.23,0.03,5,7499,777117,0.24,963
214,Mrs,3/3/2022,11/2/2022,"$7,264.71 ",61496,6706,254,391202,0.04,0.12,0.35,6,4680,761184,0.11,44
215,Honorable,1/1/2022,1/22/2022,"$1,338.14 ",255856,7259,999,945026,0.03,0.15,0.36,1,800,714709,0.22,829
216,Mrs,4/11/2022,3/14/2022,"$9,437.91 ",244034,7601,999,886677,0.05,0.34,0.2,2,7611,491756,0.26,24
217,Dr,12/26/2022,8/21/2022,"$9,763.08 ",262721,8201,80,548271,0.06,0.26,0.04,9,8296,358072,0.29,433
218,Ms,12/16/2022,11/14/2022,"$1,502.47 ",467045,6341,627,47388,0.09,0.13,0.11,6,1861,429549,0.49,604
219,Rev,5/10/2022,10/4/2022,"$8,740.59 ",236908,2411,107,530178,0.02,0.36,0.23,10,1245,926051,0.5,379
220,Ms,7/18/2022,11/1/2022,"$5,456.56 ",810164,3175,916,987325,0.05,0.26,0.16,3,4989,642097,0.3,398
221,Rev,9/3/2022,9/4/2022,"$5,960.23 ",734418,2660,864,569833,0.1,0.3,0.37,5,2293,44350,0.34,623
222,Mrs,2/14/2022,9/30/2022,"$7,797.77 ",618593,7650,934,438530,0.04,0.14,0.23,4,2576,386993,0.27,49
223,Ms,10/3/2022,8/7/2022,"$1,332.44 ",954819,990,50,162038,0.08,0.14,0.43,10,9365,435874,0.02,618
224,Dr,10/19/2022,4/22/2022,"$9,207.02 ",857540,7641,163,615110,0.06,0.08,0.49,10,9566,685206,0.16,354
225,Dr,3/26/2022,4/13/2022,"$4,960.09 ",313006,3293,483,625402,0.03,0.43,0.35,7,1426,466473,0.01,309
226,Ms,9/5/2022,9/24/2022,"$2,349.55 ",12062,2156,555,645998,0.07,0.5,0.27,8,2182,841201,0.47,638
227,Honorable,9/17/2022,7/9/2022,"$1,501.00 ",537062,9244,423,829096,0.02,0.22,0.42,4,3830,724387,0.22,544
228,Rev,4/13/2022,3/22/2022,"$4,628.78 ",451978,1502,801,47607,0.07,0.49,0.23,8,8257,825401,0.4,171
229,Honorable,2/7/2022,10/3/2022,"$4,228.73 ",380270,5231,592,250554,0.06,0.26,0.17,4,9780,795440,0.37,336
230,Dr,2/16/2022,12/22/2022,"$7,632.51 ",666851,3509,852,600640,0.08,0.31,0.22,10,6964,674104,0.47,719
231,Rev,1/13/2022,6/7/2022,"$4,079.62 ",445291,818,52,517070,0.08,0.06,0.32,5,4864,824297,0.26,163
232,Ms,7/2/2022,1/30/2022,"$4,864.50 ",582517,1238,490,738110,0.08,0.13,0.18,3,9538,284710,0.45,294
233,Mr,10/22/2022,8/26/2022,"$8,472.75 ",904524,1551,652,482240,0.02,0.45,0.44,8,1282,197785,0.16,886
234,Honorable,10/5/2022,1/16/2022,"$6,956.98 ",80554,2472,125,632371,0.02,0.09,0.03,4,4067,719169,0.41,191
235,Honorable,7/20/2022,2/2/2022,"$9,508.45 ",42388,1588,291,945603,0.04,0.19,0.31,3,251,901825,0.27,102
236,Ms,1/7/2022,10/2/2022,"$4,113.34 ",495299,7694,566,302837,0.08,0.02,0.23,2,9207,342478,0.39,91
237,Honorable,1/2/2022,8/29/2022,"$9,893.63 ",922599,5352,740,716355,0.07,0.03,0.37,8,8013,125231,0.33,265
238,Rev,1/2/2022,10/18/2022,"$3,343.59 ",36114,7679,59,680884,0.02,0.31,0.48,5,654,425080,0.48,223
239,Dr,12/24/2022,7/28/2022,"$1,091.43 ",620102,8972,136,25678,0.08,0.34,0.49,7,733,413907,0.02,719
240,Mr,10/11/2022,5/9/2022,"$9,538.51 ",335668,7819,55,51090,0.05,0.07,0.27,3,1038,683556,0.33,446
241,Honorable,4/6/2022,10/17/2022,"$1,152.10 ",164432,3872,199,447621,0.05,0.22,0.11,5,6739,150579,0.09,925
242,Rev,8/3/2022,4/18/2022,"$8,650.86 ",239960,300,14,491617,0.06,0.09,0.18,7,5239,582447,0.38,33
243,Dr,10/20/2022,4/13/2022,"$7,943.15 ",264049,9900,446,340641,0.05,0.41,0.26,5,1910,642704,0.07,200
244,Mr,8/7/2022,4/30/2022,"$3,378.78 ",397021,2765,239,278638,0.08,0.41,0.23,10,3039,127847,0.24,418
245,Mr,1/3/2022,6/10/2022,"$1,745.14 ",817535,4114,510,756994,0.05,0.18,0.25,1,2766,828814,0.21,112
246,Mrs,12/24/2022,3/18/2022,"$3,297.32 ",91411,311,753,733337,0.1,0.22,0.23,5,6623,96881,0.32,432
247,Mrs,4/21/2022,1/8/2022,"$7,780.10 ",862976,8379,143,605938,0.04,0.42,0.08,1,7402,484115,0.07,578
248,Rev,10/6/2022,5/3/2022,"$8,982.70 ",181522,6690,206,310705,0.1,0.21,0.07,3,1629,761650,0.02,680
249,Dr,7/12/2022,5/3/2022,"$6,992.20 ",741949,6743,107,307931,0.1,0.42,0.5,1,9572,582309,0.34,290
250,Dr,3/15/2022,2/7/2022,"$1,676.48 ",311802,7439,470,148297,0.06,0.17,0.02,10,219,900920,0.15,322
251,Mr,8/21/2022,2/5/2022,"$4,540.65 ",806663,5453,877,135135,0.02,0.27,0.1,3,2007,247186,0.1,915
252,Honorable,1/5/2022,8/20/2022,"$4,323.86 ",497890,4877,86,609543,0.08,0.13,0.28,3,5794,78908,0.21,899
253,Mrs,8/21/2022,4/17/2022,"$4,236.18 ",41561,4812,795,496916,0.07,0.23,0.47,1,2598,555291,0.48,352
254,Honorable,6/10/2022,8/14/2022,"$2,975.00 ",525047,4186,465,564107,0.09,0.49,0.46,9,1892,110791,0.3,823
255,Ms,11/27/2022,4/12/2022,"$7,991.96 ",127338,8127,296,328839,0.1,0.13,0.23,8,5144,562408,0.16,604
256,Rev,10/15/2022,5/17/2022,"$6,970.19 ",23312,3439,461,464186,0.02,0.36,0.44,7,1877,739316,0.42,422
257,Rev,4/26/2022,2/25/2022,"$1,108.08 ",135338,6440,155,559455,0.05,0.44,0.07,3,822,5895,0.07,688
258,Honorable,9/9/2022,6/12/2022,"$8,491.85 ",476098,5157,488,652100,0.06,0.11,0.03,9,1343,387702,0.34,68
259,Ms,6/15/2022,6/1/2022,"$6,388.61 ",969756,2016,51,118031,0.1,0.06,0.09,10,6527,515588,0.04,143
260,Ms,9/4/2022,7/10/2022,"$3,906.27 ",644930,247,876,690937,0.05,0.14,0.38,9,5771,528984,0.33,168
261,Dr,4/3/2022,1/11/2022,"$2,391.82 ",883411,8606,958,560649,0.02,0.12,0.27,4,1610,133917,0.19,80
262,Honorable,2/4/2022,7/5/2022,"$9,544.37 ",435209,8155,252,481291,0.09,0.48,0.43,10,3732,507880,0.02,232
263,Mr,6/5/2022,11/14/2022,"$1,517.37 ",93444,3126,27,125934,0.03,0.41,0.18,3,1775,695077,0.38,56
264,Ms,9/5/2022,7/17/2022,"$8,799.22 ",229922,2091,778,482553,0.02,0.22,0.36,4,4053,551814,0.46,272
265,Dr,12/29/2022,10/5/2022,"$2,300.13 ",990518,762,175,717858,0.08,0.43,0.36,1,521,158802,0.25,271
266,Rev,1/5/2022,8/24/2022,"$4,023.25 ",846386,5258,337,224064,0.04,0.01,0.49,3,7491,932006,0.33,684
267,Ms,4/1/2022,11/14/2022,"$3,114.97 ",266513,4539,416,413491,0.02,0.03,0.07,4,8764,101316,0.22,672
268,Honorable,4/13/2022,9/2/2022,"$5,131.19 ",225110,8207,916,485186,0.1,0.07,0.34,9,2563,47033,0.46,535
269,Ms,2/19/2022,11/25/2022,"$1,718.17 ",69532,9053,292,765307,0.04,0.13,0.08,3,3152,507674,0.12,566
270,Rev,2/12/2022,8/24/2022,"$4,572.79 ",705472,2482,658,629861,0.07,0.13,0.23,2,2064,524041,0.23,38
271,Honorable,8/14/2022,1/22/2022,"$2,119.87 ",932388,8048,232,754188,0.04,0.25,0.28,3,9569,974048,0.07,985
272,Honorable,1/21/2022,12/22/2022,"$1,261.99 ",866042,1740,110,336796,0.04,0.4,0.39,9,3317,453378,0.43,315
273,Mr,5/31/2022,1/25/2022,"$6,524.24 ",266394,2810,493,485762,0.02,0.27,0.17,5,8031,83775,0.41,987
274,Rev,5/28/2022,1/12/2022,"$7,841.49 ",654600,6509,761,517746,0.01,0.18,0.28,2,7488,59369,0.37,204
275,Rev,2/13/2022,10/4/2022,"$1,603.41 ",20677,9920,200,673186,0.03,0.35,0.3,2,1495,155874,0.13,655
276,Rev,10/3/2022,3/29/2022,"$4,019.18 ",166123,6221,592,888027,0.02,0.01,0.13,8,406,521058,0.44,669
277,Mrs,10/26/2022,3/9/2022,"$4,776.70 ",57332,8265,913,377461,0.05,0.19,0.04,1,7618,985586,0.49,332
278,Ms,3/30/2022,5/15/2022,"$5,159.01 ",388084,8012,107,865822,0.04,0.22,0.05,4,8413,986985,0.29,372
279,Mr,3/5/2022,5/7/2022,"$5,530.94 ",409190,7297,644,946162,0.07,0.24,0.04,5,3942,949985,0.13,847
280,Honorable,6/11/2022,12/19/2022,"$3,080.46 ",146490,1272,655,522925,0.05,0.26,0.3,3,4143,324945,0.2,416
281,Rev,12/19/2022,7/12/2022,"$8,811.10 ",676611,6133,355,648774,0.07,0.36,0.1,3,4106,613372,0.38,127
282,Honorable,5/10/2022,5/6/2022,"$9,942.31 ",830197,6590,550,751743,0.02,0.01,0.34,7,4179,736787,0.27,45
283,Rev,7/24/2022,7/7/2022,"$4,716.10 ",504538,8791,545,269072,0.07,0.49,0.06,8,5415,198570,0.47,502
284,Rev,12/14/2022,10/20/2022,"$5,881.49 ",733585,150,36,5540,0.05,0.38,0.32,4,4530,791097,0.27,426
285,Mrs,6/27/2022,2/28/2022,"$8,513.00 ",193322,6061,385,863222,0.07,0.21,0.42,7,5788,899347,0.35,384
286,Ms,8/9/2022,7/1/2022,"$2,362.53 ",675833,4173,141,425557,0.01,0.27,0.5,3,1931,753690,0.19,665
287,Ms,7/8/2022,3/19/2022,"$8,107.57 ",608395,4876,120,288382,0.07,0.32,0.24,9,3250,761303,0.31,331
288,Mrs,1/28/2022,1/8/2022,"$2,275.82 ",155458,291,810,451795,0.06,0.14,0.45,3,7350,215154,0.49,118
289,Rev,5/2/2022,6/9/2022,"$3,849.49 ",229634,7002,319,887477,0.09,0.27,0.46,9,216,360161,0.34,784
290,Rev,7/6/2022,6/10/2022,"$5,267.43 ",87358,6337,585,372590,0.02,0.23,0.3,8,7554,347537,0.38,477
291,Ms,6/29/2022,5/22/2022,"$8,880.05 ",826891,5187,864,830647,0.06,0.02,0.16,6,667,970201,0.09,650
292,Dr,12/26/2022,1/4/2022,"$1,932.86 ",66794,3625,625,335175,0.06,0.38,0.02,3,3736,83722,0.25,129
293,Rev,3/8/2022,8/31/2022,"$7,565.86 ",878782,3442,638,842817,0.01,0.31,0.27,6,886,859204,0.22,876
294,Mr,3/16/2022,3/21/2022,"$3,346.61 ",186979,4013,750,218540,0.09,0.08,0.28,7,1052,580365,0.15,410
295,Honorable,7/20/2022,12/22/2022,"$2,486.06 ",195281,6702,728,535382,0.01,0.11,0.28,6,7378,268882,0.14,323
296,Ms,6/20/2022,2/16/2022,"$6,602.45 ",135947,3916,408,906287,0.08,0.49,0.17,6,6427,762862,0.17,951
297,Mr,10/24/2022,3/4/2022,"$8,476.10 ",328858,7781,414,814685,0.05,0.05,0.3,8,2515,299009,0.4,934
298,Dr,9/24/2022,3/6/2022,"$7,361.58 ",339869,3292,946,228977,0.09,0.28,0.18,2,1282,731814,0.07,953
299,Honorable,8/2/2022,3/27/2022,"$3,709.87 ",377017,3043,559,477962,0.09,0.17,0.26,6,2670,93293,0.09,219
300,Mr,10/16/2022,7/17/2022,"$3,004.38 ",468470,9003,175,768467,0.02,0.01,0.13,9,5429,616481,0.08,435
301,Dr,5/5/2022,9/10/2022,"$1,778.66 ",683967,9454,336,300549,0.06,0.33,0.36,7,6125,430964,0.49,473
302,Mr,2/27/2022,11/30/2022,"$3,655.23 ",237278,5299,224,634600,0.02,0.03,0.17,8,3641,699567,0.03,720
303,Dr,4/7/2022,9/11/2022,"$2,886.34 ",35078,9775,450,935656,0.04,0.49,0.07,2,2709,857597,0.39,860
304,Honorable,5/3/2022,8/10/2022,"$6,465.16 ",771912,9583,399,429017,0.07,0.44,0.15,4,8300,430531,0.26,305
305,Rev,2/23/2022,10/23/2022,"$2,436.81 ",201534,9662,533,707005,0.07,0.31,0.35,2,4582,121556,0.02,965
306,Honorable,3/15/2022,7/9/2022,"$3,118.77 ",936142,8519,359,659633,0.09,0.2,0.47,1,5353,876085,0.38,268
307,Mr,5/23/2022,7/20/2022,"$1,274.78 ",670716,5841,864,415766,0.1,0.39,0.29,7,420,573709,0.5,768
308,Mrs,8/1/2022,1/14/2022,"$7,349.19 ",684648,9810,670,336808,0.09,0.09,0.4,8,8522,588807,0.03,987
309,Mrs,4/8/2022,9/8/2022,"$6,129.30 ",123508,4637,973,502825,0.07,0.11,0.11,4,4159,358910,0.4,571
310,Mrs,10/9/2022,10/12/2022,"$4,808.37 ",236842,2644,603,942923,0.04,0.25,0.24,7,4761,638135,0.22,594
311,Mrs,8/24/2022,11/2/2022,"$9,099.21 ",828791,9863,405,617703,0.08,0.29,0.17,8,7287,499133,0.1,684
312,Dr,12/25/2022,6/23/2022,"$9,419.38 ",156901,3771,43,418553,0.07,0.31,0.08,7,6023,292561,0.32,582
313,Honorable,10/21/2022,12/21/2022,"$1,444.58 ",574570,1305,499,328032,0.08,0.47,0.33,6,8877,397190,0.26,248
314,Rev,7/17/2022,9/29/2022,"$7,188.93 ",506083,1332,703,554625,0.09,0.21,0.35,4,9570,58046,0.01,137
315,Dr,1/29/2022,7/19/2022,"$6,663.66 ",944978,3961,203,440929,0.02,0.2,0.26,8,6649,525147,0.13,440
316,Mr,3/1/2022,8/17/2022,"$2,825.81 ",92745,4901,894,944227,0.09,0.18,0.12,6,7130,72946,0.39,456
317,Dr,7/14/2022,9/30/2022,"$2,771.02 ",505518,2761,675,206570,0.04,0.09,0.14,5,4757,666144,0.34,232
318,Mr,2/6/2022,12/10/2022,"$8,358.04 ",737579,9049,523,686270,0.04,0.08,0.07,4,5400,4394,0.22,144
319,Ms,7/31/2022,1/10/2022,"$5,627.02 ",180806,9308,741,846425,0.05,0.46,0.06,4,8388,142085,0.33,110
320,Ms,11/13/2022,8/20/2022,"$7,186.58 ",251961,576,268,173586,0.07,0.14,0.23,8,643,585666,0.24,123
321,Mr,10/25/2022,8/1/2022,"$9,932.86 ",800805,3075,287,531263,0.03,0.48,0.46,9,6149,838175,0.31,118
322,Mr,5/14/2022,1/5/2022,"$2,560.70 ",680811,8896,458,862386,0.04,0.28,0.08,5,7846,105640,0.36,645
323,Ms,1/23/2022,7/13/2022,"$2,983.34 ",337591,3789,805,960702,0.02,0.03,0.04,1,2318,307141,0.43,230
324,Mr,5/28/2022,3/12/2022,"$4,801.13 ",904345,2870,987,331347,0.09,0.47,0.49,5,9688,47397,0.03,499
325,Ms,9/4/2022,11/13/2022,"$1,097.15 ",200969,2079,286,210092,0.05,0.17,0.29,2,946,664896,0.27,331
326,Rev,10/20/2022,7/19/2022,"$9,571.74 ",81755,3151,103,512960,0.08,0.16,0.45,6,5322,280978,0.47,695
327,Dr,8/21/2022,2/25/2022,"$4,119.19 ",78697,5062,272,122452,0.03,0.33,0.22,1,6650,113355,0.21,468
328,Rev,10/8/2022,2/3/2022,"$7,678.26 ",481773,4484,679,546489,0.04,0.04,0.05,10,293,770544,0.42,118
329,Rev,5/7/2022,2/15/2022,"$5,133.27 ",894054,2328,793,242841,0.1,0.22,0.05,6,8421,725971,0.12,247
330,Rev,5/28/2022,10/10/2022,"$3,564.97 ",707698,1867,349,32245,0.03,0.45,0.04,6,8978,716586,0.42,358
331,Mr,9/20/2022,9/21/2022,"$9,447.83 ",121642,2601,140,973519,0.04,0.15,0.39,6,6020,746112,0.03,730
332,Mr,1/30/2022,6/20/2022,"$4,743.98 ",902984,7927,839,265057,0.04,0.24,0.4,2,6877,26948,0.13,169
333,Mrs,8/24/2022,4/21/2022,"$9,175.57 ",556196,7352,127,549554,0.08,0.45,0.45,2,9030,631903,0.43,411
334,Mrs,4/4/2022,3/29/2022,"$4,748.69 ",847045,4620,954,552247,0.1,0.37,0.03,3,5065,71491,0.36,271
335,Mr,6/27/2022,8/13/2022,"$5,612.48 ",812502,3701,862,219658,0.09,0.16,0.4,8,4918,275223,0.18,312
336,Honorable,10/21/2022,1/20/2022,"$8,186.12 ",733927,8573,744,708695,0.09,0.2,0.26,7,5120,521965,0.39,330
337,Mrs,4/22/2022,2/20/2022,"$2,130.87 ",58235,6594,937,78678,0.06,0.46,0.03,2,6803,520644,0.44,255
338,Mrs,11/25/2022,2/27/2022,"$4,004.91 ",666509,5648,763,136503,0.08,0.29,0.39,9,1853,900261,0.17,839
339,Rev,5/28/2022,2/15/2022,"$9,232.81 ",411353,6086,919,183504,0.04,0.13,0.28,3,696,406369,0.32,427
340,Honorable,12/22/2022,7/28/2022,"$3,496.57 ",55777,2629,250,525949,0.07,0.32,0.08,10,4343,704949,0.47,208
341,Honorable,12/20/2022,4/10/2022,"$1,033.52 ",181313,8326,526,254279,0.03,0.05,0.24,5,2316,759535,0.11,845
342,Honorable,6/16/2022,6/1/2022,"$4,426.14 ",973448,9290,753,303237,0.02,0.23,0.39,5,6665,849546,0.4,821
343,Dr,4/20/2022,4/30/2022,"$8,500.27 ",739600,2945,881,185361,0.07,0.36,0.11,5,7492,832282,0.21,311
344,Mrs,1/27/2022,3/23/2022,"$5,176.78 ",466343,1416,361,476813,0.08,0.25,0.2,9,9951,405342,0.21,683
345,Dr,10/14/2022,11/14/2022,"$8,217.66 ",363857,3855,61,807484,0.07,0.46,0.41,6,4330,498339,0.39,383
346,Dr,9/8/2022,12/2/2022,"$6,775.41 ",679765,5196,237,532011,0.05,0.28,0.39,8,8779,281397,0.17,591
347,Mr,12/10/2022,7/11/2022,"$1,045.21 ",544814,1187,514,840317,0.03,0.09,0.24,1,4257,743639,0.46,53
348,Rev,6/7/2022,8/30/2022,"$4,080.38 ",629651,3655,32,775014,0.03,0.23,0.08,10,9349,800422,0.45,506
349,Mr,9/27/2022,10/15/2022,"$6,212.56 ",88091,4893,871,663959,0.02,0.46,0.31,6,2087,536492,0.42,621
350,Rev,12/24/2022,6/29/2022,"$8,541.02 ",785939,1719,741,491871,0.06,0.28,0.17,9,2194,937616,0.16,758
351,Dr,2/1/2022,8/14/2022,"$7,040.03 ",182138,7393,871,112570,0.02,0.12,0.06,1,4824,231039,0.11,843
352,Mr,6/5/2022,1/25/2022,"$9,688.70 ",9225,1827,98,808470,0.06,0.02,0.27,4,2064,523634,0.17,34
353,Rev,10/26/2022,11/6/2022,"$1,684.70 ",926506,2158,289,424828,0.01,0.26,0.4,7,5151,192396,0.11,56
354,Ms,11/9/2022,9/23/2022,"$8,436.98 ",872276,7212,589,17483,0.08,0.27,0.02,6,8201,738465,0.31,571
355,Mrs,5/23/2022,8/25/2022,"$7,752.81 ",410406,2550,380,47414,0.06,0.25,0.44,5,5759,542292,0.02,313
356,Ms,3/5/2022,6/28/2022,"$3,652.56 ",916074,1464,936,398804,0.08,0.1,0.2,6,4458,647320,0.14,108
357,Ms,12/23/2022,8/28/2022,"$9,908.69 ",238568,531,287,93109,0.06,0.41,0.31,5,5097,728628,0.17,365
358,Mrs,4/9/2022,6/23/2022,"$8,223.85 ",330349,6083,193,591520,0.05,0.22,0.1,4,4917,801338,0.45,990
359,Mr,11/15/2022,10/5/2022,"$7,385.27 ",134087,4627,120,895834,0.02,0.14,0.02,8,1105,18259,0.27,467
360,Rev,2/25/2022,8/26/2022,"$5,255.11 ",287520,9110,527,744492,0.09,0.12,0.48,3,4004,434920,0.41,216
361,Rev,12/29/2022,1/26/2022,"$6,517.28 ",667016,758,795,800172,0.05,0.46,0.02,1,9526,336640,0.15,767
362,Rev,3/10/2022,5/31/2022,"$3,463.46 ",352537,2806,396,428322,0.04,0.12,0.15,2,4462,748409,0.04,983
363,Mrs,6/24/2022,11/29/2022,"$4,334.02 ",774088,7705,920,295688,0.04,0.49,0.46,3,116,401269,0.12,34
364,Ms,10/23/2022,7/5/2022,"$2,642.19 ",843595,2826,994,522811,0.05,0.23,0.09,9,1051,258168,0.13,889
365,Rev,8/14/2022,1/6/2022,"$1,719.87 ",684067,8364,852,779991,0.09,0.08,0.09,8,7352,711724,0.43,257
366,Mr,12/17/2022,8/19/2022,"$2,930.66 ",44166,135,633,144575,0.04,0.37,0.09,8,4707,908650,0.19,621
367,Honorable,8/8/2022,5/10/2022,"$3,978.55 ",422778,1504,725,275297,0.04,0.25,0.42,4,9954,148240,0.47,78
368,Honorable,4/10/2022,4/27/2022,"$5,601.02 ",596344,2101,940,108121,0.08,0.2,0.18,8,5290,287613,0.36,340
369,Dr,4/4/2022,1/4/2022,"$1,387.31 ",714467,2331,214,486811,0.07,0.09,0.14,10,9699,797210,0.04,632
370,Mrs,6/7/2022,4/22/2022,"$4,158.77 ",723068,9473,645,869521,0.06,0.16,0.15,3,7531,615006,0.46,200
371,Mrs,2/25/2022,12/5/2022,"$8,644.54 ",268485,8813,508,979144,0.07,0.09,0.29,10,9096,629265,0.44,353
372,Dr,1/5/2022,12/15/2022,"$7,547.54 ",394855,4752,289,383984,0.03,0.35,0.43,2,5949,766780,0.43,425
373,Rev,10/2/2022,10/11/2022,"$6,964.02 ",994180,2912,463,817843,0.03,0.47,0.33,3,2796,90577,0.17,975
374,Dr,3/8/2022,10/9/2022,"$8,781.60 ",534259,1885,203,883863,0.1,0.17,0.38,4,132,404219,0.47,639
375,Rev,12/25/2022,10/11/2022,"$9,263.48 ",277885,6957,497,579123,0.06,0.19,0.22,8,1821,253726,0.03,136
376,Dr,9/10/2022,9/17/2022,"$1,219.28 ",455826,7536,794,738212,0.1,0.31,0.15,8,258,973592,0.35,477
377,Mr,11/5/2022,8/17/2022,"$7,321.86 ",270505,7770,735,738888,0.1,0.45,0.36,7,5627,152388,0.29,897
378,Honorable,4/26/2022,9/5/2022,"$5,169.96 ",344187,934,404,644763,0.01,0.21,0.06,3,5360,677098,0.44,37
379,Rev,4/1/2022,11/15/2022,"$9,806.16 ",539737,7082,433,919537,0.04,0.04,0.04,10,1472,586937,0.26,954
380,Mr,9/17/2022,2/13/2022,"$9,253.75 ",828764,8242,883,534030,0.04,0.44,0.3,4,218,491128,0.4,697
381,Honorable,11/25/2022,5/12/2022,"$5,797.32 ",494851,7607,297,165465,0.04,0.25,0.16,4,2339,391661,0.27,542
382,Rev,3/5/2022,11/7/2022,"$7,823.55 ",29589,1234,937,585583,0.02,0.08,0.19,4,2583,953727,0.43,114
383,Rev,3/24/2022,5/28/2022,"$7,613.82 ",506662,9683,267,805879,0.08,0.4,0.25,3,7193,601106,0.22,205
384,Honorable,6/19/2022,3/27/2022,"$8,282.30 ",843144,9450,396,597711,0.04,0.15,0.12,6,2656,630037,0.3,449
385,Mrs,8/21/2022,6/22/2022,"$8,389.15 ",506246,6353,820,411693,0.04,0.17,0.1,8,6746,94579,0.13,309
386,Dr,7/11/2022,7/14/2022,"$2,299.38 ",836725,2448,965,476646,0.05,0.2,0.41,2,7341,380532,0.09,442
387,Honorable,10/28/2022,10/31/2022,"$1,549.42 ",359196,4879,370,371707,0.04,0.36,0.15,8,9195,680317,0.27,761
388,Rev,2/4/2022,5/25/2022,"$5,345.04 ",191237,2371,764,694603,0.03,0.02,0.24,6,5532,259968,0.07,116
389,Honorable,12/1/2022,7/16/2022,"$9,133.87 ",950823,1316,814,28654,0.04,0.33,0.24,6,2631,940671,0.34,188
390,Ms,3/1/2022,5/4/2022,"$3,825.75 ",924726,3564,626,630749,0.06,0.1,0.08,2,1747,470733,0.17,487
391,Mr,3/29/2022,1/6/2022,"$7,570.53 ",872037,9740,832,784384,0.08,0.3,0.17,10,3486,773620,0.43,550
392,Dr,4/4/2022,2/13/2022,"$8,782.57 ",854238,8115,547,902563,0.02,0.17,0.15,10,5172,409027,0.41,996
393,Dr,8/21/2022,11/1/2022,"$6,586.40 ",848391,7967,879,726715,0.06,0.04,0.46,1,7735,221992,0.03,503
394,Mrs,12/2/2022,5/12/2022,"$6,672.14 ",515030,9222,898,463178,0.03,0.35,0.33,6,3636,510390,0.42,328
395,Mr,10/11/2022,7/19/2022,"$6,764.77 ",57942,6163,220,687159,0.01,0.03,0.2,7,4332,251787,0.34,522
396,Mr,4/17/2022,3/3/2022,"$5,011.59 ",861161,5279,47,806891,0.08,0.24,0.15,10,6887,210750,0.2,856
397,Mr,2/23/2022,5/18/2022,"$5,317.32 ",524727,6703,920,994332,0.06,0.1,0.08,2,9469,963353,0.23,121
398,Mr,10/18/2022,11/4/2022,"$2,500.67 ",690601,3236,532,346261,0.03,0.15,0.38,5,5457,267369,0.12,938
399,Ms,3/10/2022,7/8/2022,"$5,932.08 ",891184,1823,77,339393,0.05,0.4,0.19,3,4577,205362,0.45,211
400,Dr,3/4/2022,11/5/2022,"$6,953.57 ",120613,9924,895,505929,0.04,0.24,0.48,9,4839,278836,0.49,889
401,Rev,6/4/2022,8/12/2022,"$5,111.28 ",955451,7468,51,185840,0.04,0.08,0.27,7,5163,287755,0.39,23
402,Honorable,3/3/2022,11/17/2022,"$5,916.28 ",75686,3812,559,591006,0.09,0.02,0.2,5,8892,777940,0.21,899
403,Dr,8/16/2022,12/30/2022,"$5,384.97 ",817695,2125,439,267318,0.02,0.4,0.35,1,475,571000,0.3,877
404,Honorable,8/22/2022,5/26/2022,"$1,077.21 ",318164,5206,507,663650,0.03,0.23,0.41,2,2073,914077,0.31,604
405,Mrs,3/16/2022,7/16/2022,"$3,812.82 ",336019,882,515,77957,0.06,0.24,0.21,6,1695,142123,0.39,525
406,Ms,2/18/2022,8/30/2022,"$7,057.46 ",305747,7605,538,702271,0.03,0.02,0.13,8,3497,854543,0.34,427
407,Mrs,8/9/2022,8/2/2022,"$9,195.15 ",166743,8998,563,355452,0.03,0.05,0.03,6,3249,99924,0.49,468
408,Rev,1/13/2022,7/17/2022,"$3,190.00 ",989183,922,450,999356,0.05,0.14,0.06,10,6550,838809,0.45,169
409,Honorable,7/17/2022,4/3/2022,"$1,814.03 ",233861,9629,234,995302,0.06,0.28,0.3,1,5160,16867,0.14,349
410,Ms,5/19/2022,1/11/2022,"$3,711.93 ",313663,4899,467,234015,0.07,0.45,0.38,9,2481,508497,0.43,852
