campaign_id,campaign_name,campaign_start_date,campaign_end_date,campaign_budget,campaign_impressions,campaign_clicks,campaign_conversions,campaign_reach,campaign_engagement_rate,campaign_click_through_rate,campaign_conversion_rate,campaign_average_engagement,campaign_total_engagement,campaign_video_views,campaign_video_completion_rate,campaign_comments
205,Back-to-School Promotion,5/26/2022,12/27/2022,$1935.77,941348,5651,653,122295,0.04,0.11,0.28,7,476,774483,0.31,129
206,Back-to-School Promotion,7/26/2022,12/11/2022,$1609.71,525244,8989,522,601053,0.03,0.29,0.48,2,9776,603854,0.45,571
207,Summer Campaign,2/17/2022,3/11/2022,$9870.88,417702,5929,62,479802,0.04,0.07,0.13,1,2566,917570,0.28,204
208,End of Year Clearance,8/13/2022,7/21/2022,$5191.07,928970,7836,760,410681,0.04,0.21,0.38,7,6117,373097,0.27,586
209,Summer Campaign,12/30/2022,11/1/2022,$3170.63,402906,1809,67,809297,0.02,0.5,0.48,1,3764,9773,0.48,451
210,Holiday Special,3/5/2022,2/12/2022,$3080.52,435204,2942,58,633601,0.03,0.11,0.14,4,2261,143086,0.21,47
211,Summer Campaign,6/29/2022,4/9/2022,$6224.79,792619,4895,589,527959,0.04,0.09,0.02,10,1529,285993,0.31,819
212,Summer Campaign,4/6/2022,6/15/2022,$8915.42,383989,9501,892,375841,0.02,0.08,0.27,5,6625,524120,0.29,448
213,Summer Campaign,10/24/2022,2/1/2022,$9748.39,629767,8059,455,269377,0.03,0.23,0.36,9,2024,14155,0.16,498
214,Summer Campaign,7/31/2022,9/26/2022,$7413.61,589124,664,629,89207,0.03,0.41,0.32,8,5882,355971,0.27,512
215,Back-to-School Promotion,4/25/2022,6/21/2022,$3434.89,519188,2994,809,303782,0.07,0.02,0.23,9,810,451151,0.27,763
216,Spring Sale,1/22/2022,11/13/2022,$1190.56,978271,1422,595,585120,0.09,0.06,0.44,6,8285,216440,0.06,748
217,Spring Sale,2/28/2022,6/22/2022,$4545.63,486239,9490,170,684620,0.05,0.04,0.42,9,6309,677976,0.35,509
218,End of Year Clearance,9/20/2022,6/29/2022,$9002.53,971196,8080,873,255018,0.09,0.23,0.4,3,8178,725038,0.31,519
219,Back-to-School Promotion,8/3/2022,1/4/2022,$5140.21,831653,4731,244,6818,0.07,0.31,0.4,3,9087,973699,0.41,312
220,Holiday Special,12/29/2022,5/12/2022,$2974.76,913498,3948,374,160813,0.1,0.12,0.31,4,8494,308775,0.33,425
221,Holiday Special,10/1/2022,9/5/2022,$3931.79,942857,2710,817,674756,0.08,0.12,0.43,5,819,674493,0.49,495
222,Back-to-School Promotion,4/19/2022,4/6/2022,$7016.18,316934,5452,240,708529,0.05,0.27,0.23,1,8784,403904,0.36,219
223,Holiday Special,4/10/2022,10/3/2022,$8589.20,21303,9021,733,745716,0.09,0.23,0.2,7,4672,704324,0.06,443
224,Holiday Special,2/9/2022,1/9/2022,$7767.90,515923,5172,962,955652,0.07,0.14,0.23,10,927,483812,0.04,821
225,Back-to-School Promotion,9/16/2022,2/3/2022,$1765.21,40291,9374,716,165866,0.03,0.49,0.32,2,6884,720191,0.11,85
226,End of Year Clearance,3/1/2022,3/12/2022,$2409.53,277885,3038,468,539132,0.04,0.42,0.49,10,3958,873859,0.41,561
227,End of Year Clearance,12/3/2022,6/15/2022,$5456.98,276182,1920,865,258490,0.09,0.37,0.25,7,8414,333836,0.26,99
228,End of Year Clearance,11/22/2022,3/16/2022,$3852.10,788617,1228,914,297800,0.03,0.26,0.06,7,3578,848655,0.08,139
229,Holiday Special,10/7/2022,8/5/2022,$1533.36,484112,9602,938,807089,0.03,0.1,0.37,8,9259,953845,0.12,177
230,Holiday Special,1/27/2022,6/18/2022,$8326.94,398360,9046,849,966798,0.1,0.4,0.35,6,2863,961911,0.02,998
231,End of Year Clearance,4/30/2022,11/30/2022,$2829.56,361167,5865,387,389461,0.06,0.17,0.35,9,7468,651778,0.42,692
232,Spring Sale,12/29/2022,2/25/2022,$8600.82,225134,7609,691,809245,0.04,0.14,0.25,10,2920,813387,0.07,922
233,Spring Sale,12/7/2022,8/1/2022,$5492.31,492406,5107,816,250775,0.03,0.44,0.43,7,5699,592194,0.34,824
234,Holiday Special,7/13/2022,4/16/2022,$6060.55,545316,191,590,122950,0.01,0.13,0.4,5,8770,650733,0.08,714
235,Holiday Special,9/13/2022,2/26/2022,$2270.43,420474,1717,554,963755,0.08,0.13,0.06,6,1518,608637,0.22,160
236,End of Year Clearance,4/15/2022,8/18/2022,$1306.27,326082,1116,480,220759,0.04,0.41,0.37,2,8643,784338,0.3,911
237,End of Year Clearance,4/19/2022,8/4/2022,$7939.46,896587,3523,461,66057,0.1,0.36,0.5,2,8123,911021,0.07,110
238,Spring Sale,12/29/2022,8/24/2022,$4106.70,759579,9360,483,28641,0.04,0.48,0.16,8,5533,297821,0.13,499
239,Summer Campaign,12/23/2022,8/24/2022,$4156.91,644943,4942,21,922451,0.08,0.23,0.3,1,3096,969492,0.1,779
240,Back-to-School Promotion,3/12/2022,10/16/2022,$2401.08,110955,5409,893,306744,0.01,0.43,0.47,10,5760,544428,0.02,734
241,Holiday Special,5/16/2022,11/9/2022,$4573.32,948343,5500,640,930179,0.02,0.27,0.42,6,8489,791989,0.22,354
242,Spring Sale,4/28/2022,2/25/2022,$2888.29,728329,6469,391,475294,0.01,0.03,0.27,4,6445,641244,0.5,407
243,Back-to-School Promotion,1/4/2022,10/30/2022,$8137.22,931121,6941,980,205132,0.03,0.13,0.1,2,4115,499849,0.07,105
244,End of Year Clearance,11/5/2022,6/21/2022,$6561.23,472791,1595,339,435182,0.08,0.32,0.26,3,944,307303,0.18,602
245,Holiday Special,1/29/2022,2/12/2022,$9856.05,948030,4873,693,370782,0.05,0.1,0.29,1,5730,487870,0.1,224
246,Summer Campaign,2/3/2022,11/4/2022,$2037.11,524687,4255,459,167313,0.07,0.33,0.33,2,2083,532423,0.05,380
247,Back-to-School Promotion,9/9/2022,10/10/2022,$2486.04,582221,4555,680,830305,0.03,0.22,0.41,5,7681,594356,0.38,547
248,End of Year Clearance,11/13/2022,3/15/2022,$6267.48,578542,7386,979,731623,0.07,0.22,0.3,5,7598,872480,0.26,509
249,Summer Campaign,9/22/2022,10/24/2022,$9825.96,877801,4431,281,49778,0.05,0.39,0.43,2,8515,658834,0.26,487
250,Spring Sale,12/22/2022,9/14/2022,$8107.38,304965,1805,270,946167,0.08,0.21,0.5,5,5262,690956,0.22,445
251,Summer Campaign,10/2/2022,3/4/2022,$7102.00,599290,6752,665,108123,0.02,0.49,0.18,6,7609,3693,0.14,738
252,Summer Campaign,9/23/2022,8/2/2022,$2927.97,461670,2930,177,398850,0.02,0.19,0.4,1,7458,947679,0.03,745
253,Back-to-School Promotion,9/29/2022,8/29/2022,$5546.89,204010,7870,116,801515,0.03,0.47,0.25,8,4758,581520,0.11,210
254,Summer Campaign,3/17/2022,2/27/2022,$8002.71,613012,9419,238,373773,0.08,0.37,0.31,4,7931,439105,0.02,160
255,End of Year Clearance,3/2/2022,1/7/2022,$2726.65,395044,5715,72,298689,0.02,0.41,0.5,7,2606,849418,0.07,524
256,Holiday Special,10/14/2022,2/23/2022,$1262.91,958362,8966,44,119069,0.05,0.45,0.46,7,539,597273,0.07,35
257,Holiday Special,5/8/2022,5/6/2022,$4928.18,739459,7313,224,594003,0.04,0.31,0.29,2,1222,810011,0.07,847
258,Back-to-School Promotion,9/14/2022,9/16/2022,$4266.96,162749,5638,680,564555,0.07,0.29,0.37,3,2664,198708,0.09,985
259,Holiday Special,1/21/2022,6/26/2022,$8697.98,613714,9190,922,529345,0.08,0.44,0.33,8,4937,869756,0.08,272
260,Spring Sale,6/17/2022,1/23/2022,$3860.94,805818,8990,172,812600,0.05,0.42,0.06,6,2985,384538,0.06,752
261,Summer Campaign,10/8/2022,8/1/2022,$6687.48,794411,1760,807,630924,0.02,0.3,0.29,5,3299,755467,0.32,96
262,End of Year Clearance,1/15/2022,2/15/2022,$7624.89,266616,2445,618,721736,0.05,0.34,0.02,4,1679,120952,0.48,662
263,End of Year Clearance,6/6/2022,10/5/2022,$9590.33,273346,729,707,711517,0.08,0.11,0.39,8,4236,429895,0.31,777
264,Spring Sale,4/8/2022,2/28/2022,$3731.57,395770,7532,436,605367,0.06,0.4,0.18,6,5278,404776,0.11,407
265,Back-to-School Promotion,9/4/2022,10/11/2022,$1317.31,792967,8116,122,83411,0.04,0.1,0.27,3,4842,678869,0.18,159
266,Spring Sale,4/14/2022,1/29/2022,$3170.72,990171,4400,574,403520,0.08,0.38,0.13,10,5295,344016,0.26,395
267,Summer Campaign,2/4/2022,7/26/2022,$3456.92,306649,3793,281,589140,0.03,0.26,0.14,3,4375,573315,0.43,414
268,Spring Sale,10/2/2022,4/23/2022,$2376.79,544912,5413,562,191358,0.07,0.14,0.26,6,5533,486756,0.14,961
269,Summer Campaign,7/22/2022,7/2/2022,$3804.08,94630,5650,243,7032,0.01,0.41,0.41,5,7735,152439,0.21,997
270,Holiday Special,10/13/2022,5/6/2022,$6744.44,357234,1811,225,282271,0.06,0.08,0.22,1,1548,12391,0.43,82
271,Back-to-School Promotion,6/1/2022,3/1/2022,$3744.55,275439,1600,215,990884,0.05,0.14,0.03,9,5306,361982,0.21,414
272,Holiday Special,5/19/2022,3/11/2022,$9293.56,639398,6461,951,714094,0.1,0.27,0.25,8,9813,877758,0.48,914
273,End of Year Clearance,4/7/2022,11/24/2022,$5737.62,476759,2473,176,811180,0.02,0.44,0.27,6,6355,622160,0.09,883
274,Summer Campaign,9/6/2022,12/8/2022,$3337.72,671555,5077,874,845133,0.01,0.3,0.42,4,6654,576656,0.25,170
275,Holiday Special,2/15/2022,5/17/2022,$1931.06,447847,773,820,972628,0.08,0.04,0.3,5,7616,754734,0.25,224
276,Holiday Special,5/19/2022,3/17/2022,$7204.63,384066,6081,57,915989,0.09,0.48,0.1,8,5148,216308,0.32,195
277,End of Year Clearance,4/26/2022,2/4/2022,$1754.95,335491,6860,815,986693,0.04,0.17,0.34,7,7634,941192,0.28,891
278,Summer Campaign,6/27/2022,1/24/2022,$4951.15,67593,8260,278,197523,0.03,0.22,0.49,8,8055,292767,0.36,570
279,Back-to-School Promotion,6/25/2022,2/20/2022,$1615.76,675795,9104,151,249000,0.04,0.44,0.05,3,731,813115,0.16,170
280,Summer Campaign,4/14/2022,3/27/2022,$9351.58,945876,497,411,662669,0.09,0.46,0.41,4,4396,688229,0.24,31
281,End of Year Clearance,5/18/2022,4/22/2022,$4368.00,727204,3666,803,62224,0.02,0.13,0.04,10,464,589005,0.38,654
282,End of Year Clearance,9/14/2022,2/4/2022,$1153.44,481834,108,954,764602,0.05,0.18,0.11,1,2502,506236,0.29,149
283,End of Year Clearance,12/27/2022,5/13/2022,$5978.15,898377,5571,194,617754,0.08,0.26,0.44,9,8863,987433,0.14,696
284,Summer Campaign,12/15/2022,5/12/2022,$3639.45,246286,175,118,231326,0.05,0.11,0.36,1,7746,471112,0.1,904
285,Summer Campaign,5/17/2022,10/19/2022,$5316.00,16261,6989,603,7675,0.02,0.3,0.05,4,7336,466182,0.49,470
286,Back-to-School Promotion,5/2/2022,10/21/2022,$2883.96,500080,1367,990,554212,0.06,0.43,0.02,5,1852,107819,0.25,596
287,Spring Sale,4/6/2022,1/21/2022,$5475.27,505902,2685,766,462905,0.02,0.15,0.17,7,4464,874840,0.29,619
288,Spring Sale,10/29/2022,4/29/2022,$6186.64,706648,8651,956,197317,0.08,0.18,0.29,6,2358,894321,0.44,142
289,Back-to-School Promotion,4/2/2022,4/27/2022,$4289.77,878899,8577,557,202212,0.04,0.49,0.38,1,7667,162821,0.29,319
290,Summer Campaign,2/6/2022,8/9/2022,$2030.32,406177,8894,860,70775,0.03,0.01,0.44,6,8363,773508,0.42,967
291,Back-to-School Promotion,10/29/2022,2/1/2022,$3137.60,83740,8744,568,809164,0.07,0.36,0.17,3,4775,832609,0.07,834
292,Spring Sale,4/4/2022,8/28/2022,$6754.89,149605,7097,377,450164,0.08,0.14,0.49,4,7591,959614,0.16,701
293,Summer Campaign,7/22/2022,6/19/2022,$1999.05,89342,4442,128,138706,0.07,0.09,0.04,5,5256,327008,0.22,474
294,Spring Sale,3/31/2022,12/25/2022,$1681.79,536924,9451,234,558449,0.04,0.43,0.22,5,5500,782166,0.42,869
295,Holiday Special,1/23/2022,2/27/2022,$1449.10,667442,9747,358,8627,0.08,0.23,0.4,4,2292,726560,0.29,910
296,Back-to-School Promotion,9/4/2022,3/29/2022,$3368.05,884622,2648,90,450601,0.05,0.31,0.37,6,7762,843067,0.34,957
297,End of Year Clearance,7/12/2022,11/15/2022,$4747.57,975503,5828,145,612102,0.07,0.33,0.35,8,7298,252485,0.23,305
298,Holiday Special,6/12/2022,2/2/2022,$3500.30,643959,1392,741,46025,0.07,0.01,0.49,5,2851,878682,0.23,995
299,Holiday Special,4/1/2022,2/3/2022,$3543.72,336908,9956,756,738494,0.02,0.29,0.33,5,4763,249414,0.37,506
300,End of Year Clearance,7/18/2022,7/21/2022,$4566.28,752996,1684,410,552753,0.02,0.17,0.16,8,3576,927864,0.19,453
301,Spring Sale,3/11/2022,1/11/2022,$8682.92,941090,4363,219,36227,0.08,0.43,0.13,2,2661,818167,0.33,532
302,Back-to-School Promotion,12/13/2022,8/29/2022,$4137.79,422068,4350,459,413464,0.04,0.42,0.11,6,6071,559119,0.38,93
303,End of Year Clearance,8/19/2022,6/9/2022,$3800.61,991538,4355,875,573413,0.1,0.11,0.46,7,2134,260242,0.06,615
304,End of Year Clearance,4/2/2022,3/9/2022,$8203.90,489769,6942,647,69953,0.01,0.17,0.17,10,6110,24517,0.16,600
305,Back-to-School Promotion,6/24/2022,9/7/2022,$9194.20,139839,6747,105,43968,0.07,0.18,0.22,3,4767,57576,0.44,717
306,Back-to-School Promotion,9/21/2022,7/27/2022,$1550.65,914437,7314,466,15736,0.04,0.44,0.3,1,689,203949,0.41,317
307,Spring Sale,10/4/2022,10/23/2022,$8592.08,995250,2976,92,459283,0.05,0.08,0.39,7,9310,15873,0.04,135
308,Summer Campaign,10/4/2022,1/30/2022,$8656.35,618053,3116,186,311499,0.03,0.09,0.12,6,739,106100,0.06,207
309,Spring Sale,3/10/2022,4/21/2022,$8034.57,329395,6831,574,549747,0.07,0.17,0.14,8,1375,677749,0.12,61
310,Holiday Special,9/4/2022,7/31/2022,$2180.13,995256,2852,711,551849,0.05,0.37,0.05,10,9254,860461,0.49,429
311,End of Year Clearance,11/21/2022,5/9/2022,$8851.18,442284,6509,682,965039,0.04,0.42,0.29,7,4131,121666,0.38,726
312,Summer Campaign,6/14/2022,11/9/2022,$9168.11,520675,8644,910,410085,0.07,0.05,0.23,4,1002,659030,0.35,164
313,End of Year Clearance,7/25/2022,3/22/2022,$1721.39,644639,1642,917,142413,0.01,0.37,0.41,9,4657,194508,0.11,346
314,End of Year Clearance,6/7/2022,1/28/2022,$1641.88,44955,1073,979,277902,0.09,0.41,0.44,4,4741,657924,0.3,383
315,End of Year Clearance,11/24/2022,3/15/2022,$5106.96,251242,2115,224,631615,0.07,0.08,0.03,8,5082,146776,0.43,141
316,Back-to-School Promotion,1/21/2022,8/5/2022,$4628.69,49452,3736,492,740241,0.06,0.2,0.28,4,6712,996360,0.22,135
317,Holiday Special,10/22/2022,6/27/2022,$2921.24,973341,6745,452,413475,0.06,0.11,0.34,9,7446,603899,0.16,38
318,Back-to-School Promotion,10/9/2022,6/29/2022,$8795.10,381597,1847,344,386118,0.09,0.45,0.49,1,8969,704504,0.46,130
319,Summer Campaign,12/27/2022,3/25/2022,$6074.62,5231,5677,763,682655,0.06,0.04,0.12,1,345,265360,0.29,721
320,End of Year Clearance,2/11/2022,8/29/2022,$1616.40,866799,4310,659,877710,0.04,0.44,0.48,10,9311,388097,0.46,270
321,Summer Campaign,11/10/2022,1/24/2022,$2273.27,915103,1763,973,263838,0.03,0.45,0.2,5,3896,961955,0.32,689
322,Back-to-School Promotion,3/24/2022,4/17/2022,$6336.38,592250,6498,545,391217,0.05,0.23,0.34,6,9960,150293,0.22,929
323,End of Year Clearance,5/9/2022,12/22/2022,$6645.32,977505,4815,115,800884,0.01,0.44,0.27,1,4091,419177,0.31,586
324,Summer Campaign,11/14/2022,8/2/2022,$9911.74,658822,9751,773,118141,0.05,0.39,0.38,2,3392,830335,0.24,458
325,Holiday Special,5/26/2022,2/12/2022,$5479.75,534647,8658,619,41675,0.04,0.16,0.12,5,1295,15485,0.09,190
326,Summer Campaign,3/14/2022,11/22/2022,$7109.07,398347,9181,951,312812,0.05,0.19,0.15,7,8778,671075,0.39,217
327,Holiday Special,3/3/2022,12/13/2022,$5246.25,803504,5993,694,860094,0.02,0.01,0.18,4,2355,424471,0.43,547
328,Holiday Special,12/2/2022,11/4/2022,$5839.24,943565,770,441,862830,0.02,0.3,0.45,7,1101,895509,0.04,256
329,End of Year Clearance,2/2/2022,7/14/2022,$4785.65,436865,9917,178,804278,0.04,0.49,0.3,8,7049,795454,0.32,826
330,Spring Sale,4/11/2022,6/26/2022,$4009.92,721535,237,766,299313,0.02,0.06,0.16,8,5512,410637,0.01,364
331,End of Year Clearance,7/8/2022,5/5/2022,$1861.79,580268,3912,456,721829,0.01,0.3,0.17,7,6453,544411,0.19,751
332,End of Year Clearance,2/16/2022,10/21/2022,$9657.74,94484,1163,741,571748,0.1,0.32,0.44,8,843,463931,0.17,136
333,Back-to-School Promotion,8/13/2022,10/16/2022,$5461.77,383281,5244,960,739272,0.01,0.29,0.41,1,1107,554329,0.02,619
334,Back-to-School Promotion,4/16/2022,10/31/2022,$1035.30,151797,9267,726,490195,0.09,0.32,0.05,10,4090,542177,0.49,315
335,Spring Sale,2/6/2022,1/26/2022,$2925.23,747250,9694,321,34423,0.03,0.21,0.39,2,2940,24146,0.32,417
336,Holiday Special,7/12/2022,5/24/2022,$8851.88,691265,2861,446,613025,0.06,0.45,0.17,8,2775,377553,0.39,243
337,Back-to-School Promotion,8/7/2022,3/2/2022,$7314.67,443234,1821,806,916556,0.06,0.21,0.3,8,7496,593643,0.27,673
338,Summer Campaign,4/24/2022,2/3/2022,$1014.82,72505,2154,501,695974,0.05,0.23,0.4,7,8167,4076,0.12,167
339,End of Year Clearance,11/18/2022,8/27/2022,$1066.53,269974,3400,477,941883,0.09,0.32,0.11,1,9675,198235,0.49,246
340,Back-to-School Promotion,8/31/2022,9/20/2022,$2395.15,618992,6620,516,267728,0.04,0.36,0.48,6,2718,702751,0.35,632
341,Back-to-School Promotion,1/13/2022,7/3/2022,$2886.85,71863,7237,809,39329,0.09,0.35,0.12,5,7165,184248,0.04,765
342,Summer Campaign,7/23/2022,5/7/2022,$5843.85,315815,2932,347,595611,0.01,0.2,0.44,5,5698,500372,0.47,915
343,End of Year Clearance,11/26/2022,12/7/2022,$7343.84,256178,7316,512,229961,0.1,0.26,0.1,4,8777,120837,0.33,811
344,Summer Campaign,11/14/2022,2/1/2022,$3892.51,881937,2529,327,515518,0.09,0.48,0.43,9,8870,990486,0.12,111
345,Summer Campaign,12/16/2022,8/4/2022,$7407.52,703778,5039,824,396589,0.02,0.4,0.24,3,9270,929366,0.06,761
346,Back-to-School Promotion,4/22/2022,10/17/2022,$1230.06,596732,3174,976,105249,0.08,0.42,0.47,3,7832,837298,0.23,197
347,Summer Campaign,5/15/2022,1/27/2022,$2875.41,110090,2993,546,181413,0.09,0.22,0.3,5,6087,916656,0.01,717
348,Spring Sale,6/19/2022,12/16/2022,$2369.55,611082,5097,642,132374,0.09,0.05,0.35,4,399,443540,0.35,313
349,Spring Sale,10/20/2022,2/27/2022,$1228.71,310300,3041,670,701297,0.06,0.42,0.26,3,8480,809244,0.23,411
350,End of Year Clearance,8/19/2022,8/12/2022,$1867.45,970231,6892,869,761365,0.05,0.44,0.16,6,6456,54174,0.49,993
351,Back-to-School Promotion,8/31/2022,7/12/2022,$9752.81,261572,2824,246,943157,0.08,0.15,0.19,2,4104,306493,0.29,350
352,Holiday Special,9/25/2022,12/27/2022,$9509.65,292690,6931,561,658124,0.07,0.09,0.03,10,1857,166516,0.06,406
353,End of Year Clearance,8/29/2022,9/24/2022,$8278.85,198929,9459,322,880232,0.1,0.11,0.07,4,9446,623323,0.27,344
354,End of Year Clearance,6/9/2022,4/27/2022,$6239.41,843845,2046,153,889185,0.09,0.35,0.31,1,4763,828556,0.47,247
355,End of Year Clearance,5/3/2022,9/26/2022,$5782.53,499594,8432,850,532924,0.08,0.48,0.43,1,1572,371270,0.13,298
356,Spring Sale,12/21/2022,11/30/2022,$1764.31,480177,8782,665,89347,0.05,0.23,0.2,9,4590,339447,0.38,939
357,Holiday Special,9/5/2022,7/17/2022,$4998.78,798181,9668,619,851151,0.08,0.31,0.45,1,6916,525780,0.18,608
358,Summer Campaign,6/24/2022,4/6/2022,$5000.54,237938,660,87,815775,0.01,0.02,0.12,8,9554,768161,0.36,365
359,Holiday Special,7/14/2022,12/15/2022,$2288.71,785888,5224,495,752650,0.07,0.06,0.08,6,1098,925105,0.45,288
360,End of Year Clearance,10/23/2022,8/15/2022,$5376.97,918399,8234,364,254353,0.02,0.17,0.22,10,9757,472350,0.49,726
361,Summer Campaign,8/6/2022,5/31/2022,$7620.87,745043,9733,917,294153,0.03,0.3,0.48,1,3668,105192,0.08,560
362,Summer Campaign,1/8/2022,10/27/2022,$5859.52,135707,1140,122,523414,0.08,0.21,0.04,4,2636,933947,0.39,288
363,End of Year Clearance,11/9/2022,5/24/2022,$1976.15,27167,5859,264,923875,0.03,0.46,0.38,7,6618,37021,0.22,91
364,Summer Campaign,5/4/2022,12/1/2022,$3295.00,493263,5135,490,93162,0.04,0.03,0.14,6,8327,348285,0.31,113
365,End of Year Clearance,8/29/2022,9/4/2022,$1051.79,817257,6853,58,819110,0.05,0.25,0.37,7,391,544657,0.33,591
366,End of Year Clearance,4/16/2022,8/29/2022,$1624.71,686518,5641,58,907656,0.04,0.42,0.06,8,8021,82611,0.08,221
367,Spring Sale,3/19/2022,7/29/2022,$8617.02,555640,1384,151,192904,0.05,0.45,0.03,6,7249,835519,0.36,439
368,Spring Sale,9/5/2022,2/12/2022,$7231.00,152020,8296,786,842118,0.02,0.28,0.42,2,2467,827317,0.05,828
369,Holiday Special,1/25/2022,7/23/2022,$3097.84,936667,6056,262,302806,0.03,0.45,0.43,5,1986,554726,0.36,156
370,End of Year Clearance,7/26/2022,11/3/2022,$3125.27,69883,1991,111,993044,0.08,0.42,0.18,6,3564,739060,0.16,32
371,Summer Campaign,7/3/2022,6/2/2022,$7745.75,5142,949,831,723573,0.03,0.48,0.18,7,133,178007,0.1,935
372,Spring Sale,3/3/2022,5/25/2022,$1886.54,822860,6840,497,813717,0.06,0.44,0.06,7,8831,821922,0.11,912
373,Holiday Special,5/23/2022,7/22/2022,$9642.32,166032,2129,714,448624,0.03,0.35,0.49,2,1454,787523,0.04,479
374,Spring Sale,4/30/2022,11/10/2022,$4622.52,277428,6201,444,685962,0.09,0.03,0.29,1,9678,817606,0.44,744
375,Spring Sale,5/8/2022,11/26/2022,$8254.79,718411,3574,557,413669,0.08,0.44,0.5,1,766,858255,0.48,896
376,Back-to-School Promotion,6/12/2022,2/2/2022,$2401.16,621082,9608,72,729393,0.02,0.15,0.09,10,6677,867962,0.43,749
377,End of Year Clearance,4/11/2022,5/23/2022,$8646.04,519573,4131,539,422887,0.09,0.08,0.35,7,8526,213055,0.09,67
378,Spring Sale,11/3/2022,7/11/2022,$8947.13,823473,8973,13,947202,0.04,0.08,0.15,4,4612,889381,0.06,504
379,Holiday Special,2/12/2022,11/29/2022,$5327.49,422252,3805,895,880882,0.06,0.29,0.4,10,7346,180756,0.28,689
380,Back-to-School Promotion,4/24/2022,9/19/2022,$8195.12,59662,2990,648,556964,0.09,0.3,0.22,1,3882,658132,0.45,468
381,End of Year Clearance,10/13/2022,4/13/2022,$7745.84,354706,5221,432,596948,0.06,0.21,0.21,5,2172,32633,0.13,630
382,Holiday Special,6/22/2022,10/26/2022,$5944.49,880441,176,971,402484,0.01,0.25,0.23,3,2119,746604,0.38,397
383,Holiday Special,11/11/2022,4/14/2022,$2738.35,602060,8203,217,474183,0.04,0.35,0.06,10,8175,158298,0.18,526
384,Spring Sale,6/4/2022,8/24/2022,$6931.31,144531,803,895,88816,0.05,0.4,0.22,8,1994,439795,0.39,223
385,Holiday Special,6/26/2022,2/19/2022,$1812.51,106784,5359,232,260301,0.05,0.2,0.46,1,3893,124694,0.13,668
386,Summer Campaign,5/29/2022,11/7/2022,$7504.95,278231,720,847,788025,0.03,0.28,0.41,9,6595,620887,0.26,233
387,End of Year Clearance,4/27/2022,1/28/2022,$3335.26,81740,3943,227,282654,0.04,0.36,0.26,1,6658,533035,0.4,903
388,Back-to-School Promotion,4/12/2022,4/13/2022,$1370.12,640111,1451,218,603223,0.09,0.19,0.49,1,9896,615980,0.2,30
389,End of Year Clearance,8/23/2022,5/31/2022,$6986.93,50671,9119,683,307503,0.09,0.09,0.32,5,3020,322694,0.05,96
390,Spring Sale,6/2/2022,2/3/2022,$3883.14,496161,6262,638,817327,0.06,0.47,0.48,8,6191,314438,0.4,436
391,Spring Sale,3/26/2022,10/4/2022,$8176.41,296192,6132,975,375712,0.07,0.08,0.35,10,9748,16784,0.28,734
392,Spring Sale,1/13/2022,12/14/2022,$4075.53,162196,7436,878,768110,0.01,0.34,0.06,2,7033,19049,0.07,688
393,Holiday Special,4/15/2022,3/19/2022,$5389.74,715864,7742,52,87166,0.08,0.27,0.35,7,9050,683147,0.29,217
394,Holiday Special,8/25/2022,4/12/2022,$8932.97,359893,2688,441,385929,0.02,0.27,0.34,9,3691,271376,0.11,388
395,Back-to-School Promotion,1/2/2022,12/25/2022,$9742.81,844906,5490,239,993748,0.04,0.05,0.2,7,428,472195,0.1,878
396,End of Year Clearance,8/16/2022,8/12/2022,$4965.93,604151,7771,190,374444,0.07,0.14,0.43,6,265,693143,0.06,535
397,End of Year Clearance,11/17/2022,10/31/2022,$1872.83,492430,6867,18,376141,0.09,0.21,0.24,10,9119,802420,0.04,90
398,Summer Campaign,12/16/2022,10/6/2022,$3599.41,485510,5875,449,494314,0.08,0.15,0.43,1,3840,239718,0.47,133
399,Spring Sale,2/21/2022,12/3/2022,$7581.55,521300,1253,785,587099,0.08,0.38,0.21,9,9442,37689,0.09,619
400,Back-to-School Promotion,7/16/2022,12/7/2022,$1277.59,310254,2833,877,120203,0.07,0.48,0.42,6,8010,55909,0.31,595
401,Summer Campaign,4/6/2022,8/6/2022,$5596.93,521016,8221,422,585811,0.04,0.09,0.2,10,6975,49571,0.33,500
402,Summer Campaign,9/27/2022,5/14/2022,$8885.77,852154,8740,361,867396,0.07,0.26,0.44,2,8178,463360,0.18,77
403,Spring Sale,6/18/2022,4/17/2022,$8827.76,411509,1801,573,464093,0.03,0.42,0.2,8,1269,180623,0.06,706
404,Spring Sale,3/17/2022,3/4/2022,$5218.16,885875,4020,536,575799,0.06,0.07,0.08,5,5740,844268,0.21,748
405,End of Year Clearance,11/5/2022,2/22/2022,$7073.06,134008,9842,914,887724,0.03,0.45,0.3,5,3967,382879,0.32,499
406,Back-to-School Promotion,1/6/2022,12/24/2022,$4548.81,564042,6529,512,572835,0.08,0.21,0.07,7,5264,576640,0.18,879
407,Holiday Special,3/8/2022,2/11/2022,$2555.11,87460,3352,719,798531,0.05,0.36,0.49,7,4963,843557,0.23,861
408,Back-to-School Promotion,11/1/2022,11/10/2022,$2266.50,409013,6744,311,77669,0.04,0.14,0.03,1,3105,470473,0.4,504
409,Summer Campaign,1/12/2022,10/6/2022,$2432.82,684194,7945,784,546446,0.08,0.29,0.14,2,3042,195250,0.25,194
